,text
6435,The impression is of a cool dis tant relationship with minimal recognition of the childs emotional need for the parent
6436,These adults are flooded with memories of attachment relations but cannot take the distance necessaryto create a coherent objective narrative
6437,They provide contradictory rapidly alternating views of their attachment relationships She was loving no she was really selfish
6438,accompanied by a gush of vivid memories I remember on my senior prom
6439,I wanted to wear myblue heels but she said they made my legs look fat
6440,Does a parents attachment style necessarily translate into a childs attachment style There is a strong relationship between security of attachment in parents and securityof attachment in their children
6441,Secure adults are more likely to raise secure childrenand insecure adults are more likely to raise insecure children
6442,Some dismissing mothers may have resistant childrenand some preoccupied mothers may have dismissing children
6443,The ability to mentalize emotional experiences involves the capacity to represent ones own and others mental experiences that is to understand and graspthe nature of emotional experience
6444,In their view the childs security of attachment isnot only dependent on the mothers sensitive behavior but also on her psychological sensitivity
